Ano de exibição	Título da obra	Gênero	País(es) produtor(es) da obra	Nacionalidade da obra	Empresa distribuidora	Origem da empresa distribuidora	Público no ano de exibição	Renda (R$) no ano de exibição
2019	Eu Acredito	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	24433	346306
2019	Eu Não Sou Uma Bruxa	Ficção	França, Reino Unido, Zâmbia	Estrangeira	Imovision	Distribuição Nacional	3996	58320
2019	Eu Sinto Muito	Ficção	Brasil	Brasileira	Elo Company	Distribuição Nacional	2860	27359
2019	Eu Sou Brasileiro	Ficção	Brasil	Brasileira	Elo Company	Distribuição Nacional	1512	14194
2019	Eu Sou Mais Eu	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	126718	1704761
2019	Eu Só Posso Imaginar	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	120	874
2019	Euforia	Ficção	Itália	Estrangeira	Espaço Filmes	Distribuição Nacional	2018	34427
2019	Excelentíssimos	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	261	1165
2019	Extraordinário	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	4849	34901
2019	Feliz Aniversário	Ficção	Bélgica, França	Estrangeira	Imovision	Distribuição Nacional	8748	156351
2019	Fernando	Documentário	Brasil	Brasileira	Olhar Distribuição	Distribuição Nacional	281	3857
2019	Ferrugem	Ficção	Brasil	Brasileira	Olhar Distribuição	Distribuição Nacional	72	435
2019	Fevereiros	Documentário	Brasil	Brasileira	Arthouse	Distribuição Nacional	18198	237905
2019	Filhas Do Sol	Ficção	Bélgica, França, Geórgia, Suíça	Estrangeira	Califórnia	Distribuição Nacional	2456	38144
2019	Filhos Do Pai Eterno	Documentário	Brasil	Brasileira	Imagem	Distribuição Nacional	16	278
2019	Filme Paisagem - Um Olhar Sobre Roberto Burle Marx	Documentário	Brasil	Brasileira	Elo Company	Distribuição Nacional	345	5607
2019	Finalmente Livres	Ficção	França	Estrangeira	Califórnia	Distribuição Nacional	1417	24128
2019	Fogo Contra Fogo - A História De Solomon Mahlangu	Ficção	África do Sul	Estrangeira	Elite Filmes	Distribuição Nacional	120	1225
2019	Fora De Série	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	9695	141663
2019	Ford Vs Ferrari	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	289247	5865540
2019	Foro Íntimo	Ficção	Brasil	Brasileira	Embaúba Filmes	Distribuição Nacional	559	7178
2019	Fourteen	Ficção	Estados Unidos	Estrangeira	Zeta Filmes	Distribuição Nacional	871	12083
2019	Frans Krajcberg: Manifesto	Documentário	Brasil	Brasileira	Lauper	Distribuição Nacional	1715	17690
2019	Galaxias	Documentário	Brasil	Brasileira	Gávea Filmes e Produções	Distribuição Nacional	47	288
2019	Gloria Bell	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	30889	569879
2019	Godzilla Ii – Rei Dos Monstros	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	531661	8406747
2019	Graças A Deus	Ficção	Bélgica, França	Estrangeira	Califórnia	Distribuição Nacional	7011	119907
2019	Green Book - O Guia	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	620789	12754466
2019	Greta	Ficção	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	7927	100614
2019	Gritos e Sussurros	Ficção	Suécia	Estrangeira	F. J. Cines	Distribuição Nacional	105	1024
2019	Guardiões Da Galáxia Vol. 2	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	16	160
2019	Guaxuma	Documentário	Brasil, França	Estrangeira	Espaço Filmes	Distribuição Nacional	263	2981
2019	Guerra Fria	Ficção	França, Polônia, Reino Unido	Estrangeira	Califórnia	Distribuição Nacional	48652	778664
2019	Happy Hour	Ficção	Argentina, Brasil	Brasileira	Imovision	Distribuição Nacional	3049	47688
2019	Hebe - A Estrela Do Brasil	Ficção	Brasil	Brasileira	Warner	Distribuição Internacional	117058	1986774
2019	Hellboy	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	172859	2582744
2019	Henfil	Documentário	Brasil	Brasileira	O2 Play	Distribuição Nacional	364	2591
2019	Hereditário	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	166	1525
2019	Histórias Assustadoras: Para Contar No Escuro	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	185207	2704838
2019	Histórias Estranhas	Ficção	Brasil	Brasileira	Elo Company	Distribuição Nacional	780	7970
2019	Homem Comum	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	70	459
2019	Homem Livre	Ficção	Brasil	Brasileira	Olhar Distribuição	Distribuição Nacional	1411	14378
2019	Homem-Aranha Longe De Casa	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	6555353	106552456
2019	Homem-Aranha No Aranhaverso	Animação	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	2057620	31259777
2019	Homem-Aranha: De Volta ao Lar	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	244	3142
2019	Homem-Formiga E A Vespa	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	574	4203
2019	Horácio	Ficção	Brasil	Brasileira	O2 Play	Distribuição Nacional	1211	17273
2019	Hotel Mumbai	Ficção	Austrália, Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	78873	1789611
2019	Hotel Transilvânia 3: Férias Monstruosas	Animação	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	3291	22819
2019	Humberto Mauro	Documentário	Brasil	Brasileira	Di Mauro Cultura E Arte Producoes Artisticas	Distribuição Nacional	273	3149
2019	Ilha Dos Cachorros	Animação	Alemanha, Estados Unidos	Estrangeira	Fox	Distribuição Internacional	4	72
2019	Imagem E Palavra	Ficção	França, Suíça	Estrangeira	Imovision	Distribuição Nacional	6758	109591
2019	Inezita	Documentário	Brasil	Brasileira	Cultura	Distribuição Nacional	873	14982
2019	Inferninho	Ficção	Brasil	Brasileira	Embaúba Filmes	Distribuição Nacional	3765	40215
2019	Infiltrado Na Klan	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	75867	1266807
2019	Inocencia Roubada	Ficção	França	Estrangeira	A2 Filmes	Distribuição Nacional	7901	101580
2019	Intimidade Entre Estranhos	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	157	1026
2019	Intruso	Ficção	Brasil	Brasileira	Pipa Produções	Distribuição Nacional	4123	33932
2019	Invasão Ao Serviço Secreto	Ficção	Estados Unidos	Estrangeira	Imagem	Distribuição Nacional	485206	7642791
2019	It - Capítulo Dois	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	3152655	47683860
2019	It: A Coisa	Ficção	Canadá, Estados Unidos	Estrangeira	Warner	Distribuição Internacional	1258	16921
2019	Jauja	Ficção	Argentina	Estrangeira	Vitrine Filmes	Distribuição Nacional	40	290
2019	Jesus De Nazaré - O Filho De Deus	Ficção	Espanha	Estrangeira	Vinny Filmes	Distribuição Nacional	2548	38528
2019	Joaquim	Ficção	Portugal, Brasil	Brasileira	Imovision	Distribuição Nacional	13	190
2019	John Wick 3: Parabellum	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	1003691	15699846
2019	Jorge, O Padroeiro Guerreiro	Documentário	Brasil	Brasileira	Imagem	Distribuição Nacional	44	741
2019	Jorginho Guinle - Só Se Vive Uma Vez	Documentário	Brasil	Brasileira	Pandora Filmes	Distribuição Nacional	966	17397
2019	Jornada Da Vida	Ficção	França, Senegal	Estrangeira	Califórnia	Distribuição Nacional	26284	439702
2019	Jovens Infelizes Ou Um Homem Que Grita Não É Um Urso Que Dança	Ficção	Brasil	Brasileira	Embaúba Filmes	Distribuição Nacional	237	2338
2019	Jovens Titãs Em Ação! Nos Cinemas	Animação	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	94	550
2019	Judy	Ficção	Reino Unido	Estrangeira	Paris	Distribuição Nacional	268	3682
2019	Juliet, Nua E Crua	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	17	85
2019	Juntos para Sempre	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	167212	2448584
2019	Jurassic World - Reino Ameaçado	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	3408	27147
2019	Kardec	Ficção	Brasil	Brasileira	Sony	Distribuição Internacional	749256	11849901
2019	Kung Fu Panda 3	Animação	China, Estados Unidos	Estrangeira	Disney	Distribuição Internacional	348	6358
2019	La Cama	Ficção	Argentina, Brasil	Brasileira	Livres Filmes	Distribuição Nacional	2068	28833
2019	La Vida Útil - Um Conto de Cinema	Ficção	Uruguai	Estrangeira	Vitrine Filmes	Distribuição Nacional	12	40
2019	Las Acacias	Ficção	Argentina, Espanha	Estrangeira	Vitrine Filmes	Distribuição Nacional	3	36
2019	Las Ineses	Ficção	Argentina, Brasil	Brasileira	Okna Produções	Distribuição Nacional	897	10802
2019	Legalidade	Ficção	Brasil	Brasileira	Boulevard Filmes	Distribuição Nacional	15993	223306
2019	Legalize Já - Amizade Nunca Morre	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	32	160
2019	Lembro Mais Dos Corvos	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	1994	12111
2019	Leste Oeste	Ficção	Brasil	Brasileira	Kinopus	Distribuição Nacional	359	4611
2019	Leto	Ficção	França, Rússia	Estrangeira	Imovision	Distribuição Nacional	84	934
2019	Liberdade É Uma Grande Palavra	Documentário	Brasil, Uruguai	Brasileira	Elo Company	Distribuição Nacional	36	323
2019	Link Perdido	Animação	Canadá, Estados Unidos	Estrangeira	Disney	Distribuição Internacional	19735	276575
2019	Lizzie	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	10968	196214
2019	Longa Jornada Noite Adentro	Ficção	China	Estrangeira	Zeta Filmes	Distribuição Nacional	1947	30227
2019	Longe Da Árvore	Documentário	Estados Unidos	Estrangeira	Flow Filmes	Distribuição Nacional	4843	45470
2019	Los Silencios	Ficção	Brasil, Colômbia, França	Brasileira	Vitrine Filmes	Distribuição Nacional	10049	138184
2019	Los Territorios	Documentário	Argentina, Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	14	32
2019	Lucky	Ficção	Estados Unidos	Estrangeira	Imovision	Distribuição Nacional	488	4760
2019	Luna	Ficção	Brasil	Brasileira	Cineart Filmes	Distribuição Nacional	1018	12400
2019	Lámen Shop	Ficção	Cingapura, França, Japão	Estrangeira	Imovision	Distribuição Nacional	34	170
2019	Ma	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	35384	554368
2019	Made In Italy	Ficção	Itália	Estrangeira	Espaço Filmes	Distribuição Nacional	4873	89849
2019	Mais Que Vencedores	Ficção	Estados Unidos	Estrangeira	360 Ent.	Distribuição Nacional	746264	9634557
2019	Mal Nosso	Ficção	Brasil	Brasileira	O2 Play	Distribuição Nacional	2333	40570
2019	Maligno	Ficção	Estados Unidos, Hong Kong	Estrangeira	Imagem	Distribuição Nacional	187777	2801442
2019	Malévola: Dona Do Mal	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	5786301	91400055
2019	Mama Coronel	Documentário	Congo, Estados Unidos, França, Holanda	Estrangeira	Vilacine	Distribuição Nacional	190	2847
2019	Mamma Mia! Lá Vamos Nós De Novo	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	66	3437
2019	Marcia Haydée	Documentário	Brasil	Brasileira	Anagrama Filmes	Distribuição Nacional	1420	23681
2019	Maria Callas - Em Suas Próprias Palavras	Documentário	França	Estrangeira	Imovision	Distribuição Nacional	3986	56822
2019	Maria Do Caritó	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	40922	639161
2019	Martin Eden	Ficção	Alemanha, França, Itália	Estrangeira	Pagu Pictures	Distribuição Nacional	166	2370
2019	Martírio	Documentário	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	11	92
2019	Marés	Ficção	Brasil	Brasileira	Elo Company	Distribuição Nacional	600	4332
2019	Mata Negra	Ficção	Brasil	Brasileira	Elo Company	Distribuição Nacional	199	1472
2019	Matrix	Ficção	Austrália, Estados Unidos	Estrangeira	Warner	Distribuição Internacional	18260	277563
2019	Maya	Ficção	França	Estrangeira	Zeta Filmes	Distribuição Nacional	3366	43523
2019	Meditation Park	Ficção	Canadá	Estrangeira	Lança Filmes	Distribuição Nacional	4442	76070
2019	Medo Profundo - O Segundo Ataque	Ficção	Reino Unido	Estrangeira	Paris	Distribuição Nacional	153979	2122576
2019	Memórias Da Dor	Ficção	Bélgica, França, Suíça	Estrangeira	Imovision	Distribuição Nacional	9800	161383
2019	Meu Amigo Enzo	Ficção	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	198956	3052917
2019	Meu Amigo Fela	Documentário	Brasil	Brasileira	O2 Play	Distribuição Nacional	2529	36449
2019	Meu Amor Por Grace	Ficção	Estados Unidos	Estrangeira	Elite Filmes	Distribuição Nacional	244	3516
2019	Meu Anjo	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	121	1262
2019	Meu Bebê	Ficção	Bélgica, França	Estrangeira	Bonfilm	Distribuição Nacional	1663	24440
2019	Meu Malvado Favorito 3	Animação	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	834	6502
2019	Meu Mundial	Ficção	Brasil, Uruguai	Brasileira	Bretz Filmes	Distribuição Nacional	415	6388
2019	Meu Nome É Daniel	Documentário	Brasil	Brasileira	Olhar Distribuição	Distribuição Nacional	1429	14589
2019	Meu Querido Filho	Ficção	Bélgica, França, Qatar, Tunísia	Estrangeira	Pandora Filmes	Distribuição Nacional	7850	103345
2019	Meu Tricolor De Aço	Documentário	Brasil	Brasileira	Estação Luz Filmes	Distribuição Nacional	50	649
2019	Mib: Homens De Preto - Internacional	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	982092	16333360
2019	Midsommar	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	66073	1138236
2019	Midway - Batalha Em Alto Mar	Ficção	China, Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	136422	2273891
2019	Milagre	Documentário	Brasil	Brasileira	Ivin Films	Distribuição Nacional	1189	21474
2019	Millennium - A Garota Na Teia De Aranha	Ficção	Estados Unidos	Estrangeira	Sony	Distribuição Internacional	18	180
2019	Minha Fama De Mau	Ficção	Brasil	Brasileira	Downtown	Distribuição Nacional	110857	1794357
2019	Minha Filha	Ficção	Itália	Estrangeira	Imovision	Distribuição Nacional	490	4078
2019	Minha Irmã De Paris	Ficção	França	Estrangeira	Pagu Pictures	Distribuição Nacional	1947	35107
2019	Minha Lua De Mel Polonesa	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	7597	121936
2019	Minha Mãe é uma Peça	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	2877	13130
2019	Minha Mãe é uma Peça 2	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	821	6544
2019	Minha Mãe é uma Peça 3	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	2419335	38002653
2019	Minha Obra-Prima	Ficção	Argentina, Espanha	Estrangeira	Arteplex	Distribuição Nacional	16888	294864
2019	Minha Vida Em Marte	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	4309790	66396078
2019	Moana - Um Mar De Aventuras	Animação	Estados Unidos	Estrangeira	Disney	Distribuição Internacional	297	2327
2019	Moonlight - Sob A Luz Do Luar	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	172	2156
2019	Morangos Silvestres	Ficção	Suécia	Estrangeira	F. J. Cines	Distribuição Nacional	129	1230
2019	Mormaço	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	2959	35123
2019	Morto Não Fala	Ficção	Brasil	Brasileira	Pagu Pictures	Distribuição Nacional	26574	420760
2019	Muleque Té Doido! - Mais Doido Ainda	Ficção	Brasil	Brasileira	Raça Ruim Filmes	Distribuição Nacional	12471	170706
2019	Mulheres Armadas, Homens Na Lata	Ficção	França	Estrangeira	Imovision	Distribuição Nacional	357	3739
2019	Mulher-Maravilha	Ficção	China, Estados Unidos, Hong Kong	Estrangeira	Warner	Distribuição Internacional	146	989
2019	Mulholland Drive - Cidade dos Sonhos	Ficção	Estados Unidos, França	Estrangeira	Zeta Filmes	Distribuição Nacional	50	920
2019	Museu	Ficção	México	Estrangeira	Supo Mungam Films	Distribuição Nacional	535	5887
2019	Mussum, Um Filme Do Cacildis	Documentário	Brasil	Brasileira	Elo Company	Distribuição Nacional	2388	22916
2019	Máquinas Mortais	Ficção	Estados Unidos, Nova Zelândia	Estrangeira	Universal	Distribuição Internacional	331309	5256817
2019	Música Para Quando As Luzes Se Apagam	Documentário	Brasil	Brasileira	Arthouse	Distribuição Nacional	35	590
2019	Nada A Perder 2	Ficção	Brasil	Brasileira	Downtown/Paris	Distribuição Nacional	6189465	59750402
2019	Nasce Uma Estrela	Ficção	Estados Unidos	Estrangeira	Warner	Distribuição Internacional	28396	495924
2019	Neville D'Almeida - Cronista Da Beleza E Do Caos	Documentário	Brasil	Brasileira	Tucumán	Distribuição Nacional	530	6436
2019	Nico, 1988	Ficção	Bélgica, Itália	Estrangeira	Supo Mungam Films	Distribuição Nacional	14	160
2019	Nise - O Coração Da Loucura	Ficção	Brasil	Brasileira	Imagem	Distribuição Nacional	14	70
2019	No Coração Do Mundo	Ficção	Brasil	Brasileira	Embaúba Filmes	Distribuição Nacional	430	5460
2019	No Portal Da Eternidade	Ficção	Estados Unidos	Estrangeira	Diamond Films	Distribuição Nacional	64285	1199488
2019	Noite Mágica	Ficção	Itália	Estrangeira	Imovision	Distribuição Nacional	662	8232
2019	Nos Vemos No Paraíso	Ficção	França	Estrangeira	Pandora Filmes	Distribuição Nacional	189	2268
2019	Nosso Lar	Ficção	Brasil	Brasileira	Disney	Distribuição Internacional	667	2668
2019	Nova Amsterdam	Ficção	Brasil	Brasileira	Engady Cine Vídeo	Distribuição Nacional	268	4375
2019	Novas Espécies - A Expedição Do Século	Documentário	Brasil, Alemanha	Brasileira	Elo Company	Distribuição Nacional	115	2118
2019	Não Mexa Com Ela	Ficção	Israel	Estrangeira	Pagu Pictures	Distribuição Nacional	13037	214824
2019	Não Olhe!	Ficção	Estados Unidos	Estrangeira	Paris	Distribuição Nacional	14523	267357
2019	Nós	Ficção	Estados Unidos	Estrangeira	Universal	Distribuição Internacional	509920	8364265
2019	O Abismo Prateado	Ficção	Brasil	Brasileira	Vitrine Filmes	Distribuição Nacional	5	105
2019	O Abraço Da Serpente	Ficção	Argentina, Colômbia, Venezuela	Estrangeira	Esfera Produções	Distribuição Nacional	125	2030
2019	O Amante Duplo	Ficção	Bélgica, França	Estrangeira	Califórnia	Distribuição Nacional	22	189
